"SampleID"	"PatientID"	"CellType"	"SeuratCluster"
"Breast-1_Astrocytes_15"	"Breast-1"	"Astrocytes"	"15"
"Breast-1_Astrocytes_18"	"Breast-1"	"Astrocytes"	"18"
"Breast-1_B-c1_19"	"Breast-1"	"B-c1"	"19"
"Breast-1_B-c2_19"	"Breast-1"	"B-c2"	"19"
"Breast-1_CD1C+/CLEC10A+_cDC2_7"	"Breast-1"	"CD1C+/CLEC10A+_cDC2"	"7"
"Breast-1_CD1C+/CLEC10A+_cDC2_8"	"Breast-1"	"CD1C+/CLEC10A+_cDC2"	"8"
"Breast-1_CD1C+/CLEC10A+_cDC2_19"	"Breast-1"	"CD1C+/CLEC10A+_cDC2"	"19"
"Breast-1_EC-1_8"	"Breast-1"	"EC-1"	"8"
"Breast-1_EC-2_8"	"Breast-1"	"EC-2"	"8"
"Breast-1_EC-3_8"	"Breast-1"	"EC-3"	"8"
"Breast-1_APOE+_MAMs_7"	"Breast-1"	"APOE+_MAMs"	"7"
"Breast-1_S100A8+_MAMs_7"	"Breast-1"	"S100A8+_MAMs"	"7"
"Breast-1_MSC-like-c1_0"	"Breast-1"	"MSC-like-c1"	"0"
"Breast-1_MSC-like-c1_2"	"Breast-1"	"MSC-like-c1"	"2"
"Breast-1_MSC-like-c1_4"	"Breast-1"	"MSC-like-c1"	"4"
"Breast-1_MSC-like-c1_8"	"Breast-1"	"MSC-like-c1"	"8"
"Breast-1_MSC-like-c1_13"	"Breast-1"	"MSC-like-c1"	"13"
"Breast-1_MSC-like-c1_14"	"Breast-1"	"MSC-like-c1"	"14"
"Breast-1_MSC-like-c1_20"	"Breast-1"	"MSC-like-c1"	"20"
"Breast-1_MSC-like-c2_2"	"Breast-1"	"MSC-like-c2"	"2"
"Breast-1_MSC-like-c2_8"	"Breast-1"	"MSC-like-c2"	"8"
"Breast-1_MSC-like-c2_13"	"Breast-1"	"MSC-like-c2"	"13"
"Breast-1_MSC-like-c2_14"	"Breast-1"	"MSC-like-c2"	"14"
"Breast-1_MTCs_0"	"Breast-1"	"MTCs"	"0"
"Breast-1_MTCs_1"	"Breast-1"	"MTCs"	"1"
"Breast-1_MTCs_2"	"Breast-1"	"MTCs"	"2"
"Breast-1_MTCs_3"	"Breast-1"	"MTCs"	"3"
"Breast-1_MTCs_4"	"Breast-1"	"MTCs"	"4"
"Breast-1_MTCs_5"	"Breast-1"	"MTCs"	"5"
"Breast-1_MTCs_7"	"Breast-1"	"MTCs"	"7"
"Breast-1_MTCs_8"	"Breast-1"	"MTCs"	"8"
"Breast-1_MTCs_9"	"Breast-1"	"MTCs"	"9"
"Breast-1_MTCs_11"	"Breast-1"	"MTCs"	"11"
"Breast-1_MTCs_15"	"Breast-1"	"MTCs"	"15"
"Breast-1_MTCs_17"	"Breast-1"	"MTCs"	"17"
"Breast-1_PC-1_2"	"Breast-1"	"PC-1"	"2"
"Breast-1_PC-1_4"	"Breast-1"	"PC-1"	"4"
"Breast-1_PC-1_13"	"Breast-1"	"PC-1"	"13"
"Breast-1_PC-1_20"	"Breast-1"	"PC-1"	"20"
"Breast-1_PC-2_2"	"Breast-1"	"PC-2"	"2"
"Breast-1_PC-2_13"	"Breast-1"	"PC-2"	"13"
"Breast-1_PC-2_14"	"Breast-1"	"PC-2"	"14"
"Breast-1_PC-2_16"	"Breast-1"	"PC-2"	"16"
"Breast-1_PC-2_20"	"Breast-1"	"PC-2"	"20"
"Breast-1_PC-3_1"	"Breast-1"	"PC-3"	"1"
"Breast-1_PC-3_2"	"Breast-1"	"PC-3"	"2"
"Breast-1_PC-3_16"	"Breast-1"	"PC-3"	"16"
"Breast-1_PC-3_20"	"Breast-1"	"PC-3"	"20"
"Breast-1_CM1_CD4+_T_0"	"Breast-1"	"CM1_CD4+_T"	"0"
"Breast-1_CM1_CD4+_T_6"	"Breast-1"	"CM1_CD4+_T"	"6"
"Breast-1_CM1_CD4+_T_10"	"Breast-1"	"CM1_CD4+_T"	"10"
"Breast-1_CM1_CD4+_T_20"	"Breast-1"	"CM1_CD4+_T"	"20"
"Breast-1_CM2_CD4+_T_7"	"Breast-1"	"CM2_CD4+_T"	"7"
"Breast-1_CM2_CD4+_T_15"	"Breast-1"	"CM2_CD4+_T"	"15"
"Breast-1_EM_CD8+_T_6"	"Breast-1"	"EM_CD8+_T"	"6"
"Breast-1_EM_CD8+_T_7"	"Breast-1"	"EM_CD8+_T"	"7"
"Breast-1_EM_CD8+_T_10"	"Breast-1"	"EM_CD8+_T"	"10"
"Breast-1_EM_CD8+_T_20"	"Breast-1"	"EM_CD8+_T"	"20"
"Breast-1_CM_T_7"	"Breast-1"	"CM_T"	"7"
"Breast-1_Treg_2"	"Breast-1"	"Treg"	"2"
"Breast-1_Treg_4"	"Breast-1"	"Treg"	"4"
"Breast-1_Treg_6"	"Breast-1"	"Treg"	"6"
"Breast-1_Treg_8"	"Breast-1"	"Treg"	"8"
"Breast-1_Treg_16"	"Breast-1"	"Treg"	"16"
"Breast-1_Treg_17"	"Breast-1"	"Treg"	"17"
"Breast-1_vSMCs_2"	"Breast-1"	"vSMCs"	"2"
"Breast-1_vSMCs_4"	"Breast-1"	"vSMCs"	"4"
"Breast-1_vSMCs_8"	"Breast-1"	"vSMCs"	"8"
"Breast-1_vSMCs_20"	"Breast-1"	"vSMCs"	"20"
"Breast-1-Biological-Replicate_Astrocytes_2"	"Breast-1-Biological-Replicate"	"Astrocytes"	"2"
"Breast-1-Biological-Replicate_Astrocytes_15"	"Breast-1-Biological-Replicate"	"Astrocytes"	"15"
"Breast-1-Biological-Replicate_Astrocytes_18"	"Breast-1-Biological-Replicate"	"Astrocytes"	"18"
"Breast-1-Biological-Replicate_B-c1_19"	"Breast-1-Biological-Replicate"	"B-c1"	"19"
"Breast-1-Biological-Replicate_B-c2_10"	"Breast-1-Biological-Replicate"	"B-c2"	"10"
"Breast-1-Biological-Replicate_CD1C+/CLEC10A+_cDC2_7"	"Breast-1-Biological-Replicate"	"CD1C+/CLEC10A+_cDC2"	"7"
"Breast-1-Biological-Replicate_EC-1_8"	"Breast-1-Biological-Replicate"	"EC-1"	"8"
"Breast-1-Biological-Replicate_EC-2_8"	"Breast-1-Biological-Replicate"	"EC-2"	"8"
"Breast-1-Biological-Replicate_EC-3_8"	"Breast-1-Biological-Replicate"	"EC-3"	"8"
"Breast-1-Biological-Replicate_APOE+_MAMs_7"	"Breast-1-Biological-Replicate"	"APOE+_MAMs"	"7"
"Breast-1-Biological-Replicate_S100A8+_MAMs_7"	"Breast-1-Biological-Replicate"	"S100A8+_MAMs"	"7"
"Breast-1-Biological-Replicate_S100A8+_MAMs_17"	"Breast-1-Biological-Replicate"	"S100A8+_MAMs"	"17"
"Breast-1-Biological-Replicate_MSC-like-c1_2"	"Breast-1-Biological-Replicate"	"MSC-like-c1"	"2"
"Breast-1-Biological-Replicate_MSC-like-c1_4"	"Breast-1-Biological-Replicate"	"MSC-like-c1"	"4"
"Breast-1-Biological-Replicate_MSC-like-c1_8"	"Breast-1-Biological-Replicate"	"MSC-like-c1"	"8"
"Breast-1-Biological-Replicate_MSC-like-c1_13"	"Breast-1-Biological-Replicate"	"MSC-like-c1"	"13"
"Breast-1-Biological-Replicate_MSC-like-c1_14"	"Breast-1-Biological-Replicate"	"MSC-like-c1"	"14"
"Breast-1-Biological-Replicate_MSC-like-c1_20"	"Breast-1-Biological-Replicate"	"MSC-like-c1"	"20"
"Breast-1-Biological-Replicate_MSC-like-c2_2"	"Breast-1-Biological-Replicate"	"MSC-like-c2"	"2"
"Breast-1-Biological-Replicate_MSC-like-c2_13"	"Breast-1-Biological-Replicate"	"MSC-like-c2"	"13"
"Breast-1-Biological-Replicate_MSC-like-c2_14"	"Breast-1-Biological-Replicate"	"MSC-like-c2"	"14"
"Breast-1-Biological-Replicate_MSC-like-c2_15"	"Breast-1-Biological-Replicate"	"MSC-like-c2"	"15"
"Breast-1-Biological-Replicate_MTCs_0"	"Breast-1-Biological-Replicate"	"MTCs"	"0"
"Breast-1-Biological-Replicate_MTCs_1"	"Breast-1-Biological-Replicate"	"MTCs"	"1"
"Breast-1-Biological-Replicate_MTCs_2"	"Breast-1-Biological-Replicate"	"MTCs"	"2"
"Breast-1-Biological-Replicate_MTCs_3"	"Breast-1-Biological-Replicate"	"MTCs"	"3"
"Breast-1-Biological-Replicate_MTCs_4"	"Breast-1-Biological-Replicate"	"MTCs"	"4"
"Breast-1-Biological-Replicate_MTCs_5"	"Breast-1-Biological-Replicate"	"MTCs"	"5"
"Breast-1-Biological-Replicate_MTCs_7"	"Breast-1-Biological-Replicate"	"MTCs"	"7"
"Breast-1-Biological-Replicate_MTCs_9"	"Breast-1-Biological-Replicate"	"MTCs"	"9"
"Breast-1-Biological-Replicate_MTCs_11"	"Breast-1-Biological-Replicate"	"MTCs"	"11"
"Breast-1-Biological-Replicate_MTCs_13"	"Breast-1-Biological-Replicate"	"MTCs"	"13"
"Breast-1-Biological-Replicate_MTCs_17"	"Breast-1-Biological-Replicate"	"MTCs"	"17"
"Breast-1-Biological-Replicate_PC-1_2"	"Breast-1-Biological-Replicate"	"PC-1"	"2"
"Breast-1-Biological-Replicate_PC-1_8"	"Breast-1-Biological-Replicate"	"PC-1"	"8"
"Breast-1-Biological-Replicate_PC-1_10"	"Breast-1-Biological-Replicate"	"PC-1"	"10"
"Breast-1-Biological-Replicate_PC-1_20"	"Breast-1-Biological-Replicate"	"PC-1"	"20"
"Breast-1-Biological-Replicate_PC-2_1"	"Breast-1-Biological-Replicate"	"PC-2"	"1"
"Breast-1-Biological-Replicate_PC-2_2"	"Breast-1-Biological-Replicate"	"PC-2"	"2"
"Breast-1-Biological-Replicate_PC-2_13"	"Breast-1-Biological-Replicate"	"PC-2"	"13"
"Breast-1-Biological-Replicate_PC-2_14"	"Breast-1-Biological-Replicate"	"PC-2"	"14"
"Breast-1-Biological-Replicate_PC-2_20"	"Breast-1-Biological-Replicate"	"PC-2"	"20"
"Breast-1-Biological-Replicate_PC-3_2"	"Breast-1-Biological-Replicate"	"PC-3"	"2"
"Breast-1-Biological-Replicate_PC-3_16"	"Breast-1-Biological-Replicate"	"PC-3"	"16"
"Breast-1-Biological-Replicate_PC-3_20"	"Breast-1-Biological-Replicate"	"PC-3"	"20"
"Breast-1-Biological-Replicate_CM1_CD4+_T_6"	"Breast-1-Biological-Replicate"	"CM1_CD4+_T"	"6"
"Breast-1-Biological-Replicate_CM1_CD4+_T_20"	"Breast-1-Biological-Replicate"	"CM1_CD4+_T"	"20"
"Breast-1-Biological-Replicate_CM2_CD4+_T_7"	"Breast-1-Biological-Replicate"	"CM2_CD4+_T"	"7"
"Breast-1-Biological-Replicate_CM2_CD4+_T_13"	"Breast-1-Biological-Replicate"	"CM2_CD4+_T"	"13"
"Breast-1-Biological-Replicate_CM2_CD4+_T_14"	"Breast-1-Biological-Replicate"	"CM2_CD4+_T"	"14"
"Breast-1-Biological-Replicate_CM2_CD4+_T_15"	"Breast-1-Biological-Replicate"	"CM2_CD4+_T"	"15"
"Breast-1-Biological-Replicate_EM_CD8+_T_8"	"Breast-1-Biological-Replicate"	"EM_CD8+_T"	"8"
"Breast-1-Biological-Replicate_EM_CD8+_T_10"	"Breast-1-Biological-Replicate"	"EM_CD8+_T"	"10"
"Breast-1-Biological-Replicate_EM_CD8+_T_20"	"Breast-1-Biological-Replicate"	"EM_CD8+_T"	"20"
"Breast-1-Biological-Replicate_CM_T_7"	"Breast-1-Biological-Replicate"	"CM_T"	"7"
"Breast-1-Biological-Replicate_CM_T_8"	"Breast-1-Biological-Replicate"	"CM_T"	"8"
"Breast-1-Biological-Replicate_Treg_2"	"Breast-1-Biological-Replicate"	"Treg"	"2"
"Breast-1-Biological-Replicate_Treg_6"	"Breast-1-Biological-Replicate"	"Treg"	"6"
"Breast-1-Biological-Replicate_Treg_7"	"Breast-1-Biological-Replicate"	"Treg"	"7"
"Breast-1-Biological-Replicate_Treg_8"	"Breast-1-Biological-Replicate"	"Treg"	"8"
"Breast-1-Biological-Replicate_vSMCs_2"	"Breast-1-Biological-Replicate"	"vSMCs"	"2"
"Breast-1-Biological-Replicate_vSMCs_20"	"Breast-1-Biological-Replicate"	"vSMCs"	"20"
"Breast-2_Astrocytes_15"	"Breast-2"	"Astrocytes"	"15"
"Breast-2_Astrocytes_18"	"Breast-2"	"Astrocytes"	"18"
"Breast-2_B-c1_2"	"Breast-2"	"B-c1"	"2"
"Breast-2_B-c1_12"	"Breast-2"	"B-c1"	"12"
"Breast-2_CD1C+/CLEC10A+_cDC2_7"	"Breast-2"	"CD1C+/CLEC10A+_cDC2"	"7"
"Breast-2_EC-1_8"	"Breast-2"	"EC-1"	"8"
"Breast-2_EC-2_8"	"Breast-2"	"EC-2"	"8"
"Breast-2_EC-3_8"	"Breast-2"	"EC-3"	"8"
"Breast-2_APOE+_MAMs_7"	"Breast-2"	"APOE+_MAMs"	"7"
"Breast-2_S100A8+_MAMs_7"	"Breast-2"	"S100A8+_MAMs"	"7"
"Breast-2_MSC-like-c1_2"	"Breast-2"	"MSC-like-c1"	"2"
"Breast-2_MSC-like-c1_14"	"Breast-2"	"MSC-like-c1"	"14"
"Breast-2_MSC-like-c2_2"	"Breast-2"	"MSC-like-c2"	"2"
"Breast-2_MSC-like-c2_13"	"Breast-2"	"MSC-like-c2"	"13"
"Breast-2_MSC-like-c2_14"	"Breast-2"	"MSC-like-c2"	"14"
"Breast-2_MTC_0"	"Breast-2"	"MTC"	"0"
"Breast-2_MTC_1"	"Breast-2"	"MTC"	"1"
"Breast-2_MTC_2"	"Breast-2"	"MTC"	"2"
"Breast-2_MTC_3"	"Breast-2"	"MTC"	"3"
"Breast-2_MTC_4"	"Breast-2"	"MTC"	"4"
"Breast-2_MTC_5"	"Breast-2"	"MTC"	"5"
"Breast-2_MTC_6"	"Breast-2"	"MTC"	"6"
"Breast-2_MTC_9"	"Breast-2"	"MTC"	"9"
"Breast-2_MTC_10"	"Breast-2"	"MTC"	"10"
"Breast-2_MTC_11"	"Breast-2"	"MTC"	"11"
"Breast-2_MTC_14"	"Breast-2"	"MTC"	"14"
"Breast-2_MTC_15"	"Breast-2"	"MTC"	"15"
"Breast-2_MTC_17"	"Breast-2"	"MTC"	"17"
"Breast-2_MTC_18"	"Breast-2"	"MTC"	"18"
"Breast-2_PC-1_2"	"Breast-2"	"PC-1"	"2"
"Breast-2_PC-1_8"	"Breast-2"	"PC-1"	"8"
"Breast-2_PC-1_14"	"Breast-2"	"PC-1"	"14"
"Breast-2_PC-2_2"	"Breast-2"	"PC-2"	"2"
"Breast-2_PC-3_2"	"Breast-2"	"PC-3"	"2"
"Breast-2_CM1_CD4+_T_6"	"Breast-2"	"CM1_CD4+_T"	"6"
"Breast-2_CM1_CD4+_T_10"	"Breast-2"	"CM1_CD4+_T"	"10"
"Breast-2_CM2_CD4+_T_2"	"Breast-2"	"CM2_CD4+_T"	"2"
"Breast-2_CM2_CD4+_T_7"	"Breast-2"	"CM2_CD4+_T"	"7"
"Breast-2_CM2_CD4+_T_15"	"Breast-2"	"CM2_CD4+_T"	"15"
"Breast-2_CM2_CD4+_T_18"	"Breast-2"	"CM2_CD4+_T"	"18"
"Breast-2_EM_CD8+_T_6"	"Breast-2"	"EM_CD8+_T"	"6"
"Breast-2_EM_CD8+_T_8"	"Breast-2"	"EM_CD8+_T"	"8"
"Breast-2_EM_CD8+_T_10"	"Breast-2"	"EM_CD8+_T"	"10"
"Breast-2_EM_CD8+_T_20"	"Breast-2"	"EM_CD8+_T"	"20"
"Breast-2_Treg_2"	"Breast-2"	"Treg"	"2"
"Breast-2_Treg_8"	"Breast-2"	"Treg"	"8"
"Breast-2_vSMCs_2"	"Breast-2"	"vSMCs"	"2"
"Breast-3_Astrocytes_18"	"Breast-3"	"Astrocytes"	"18"
"Breast-3_B-c1_12"	"Breast-3"	"B-c1"	"12"
"Breast-3_CD1C+/CLEC10A+_cDC2_7"	"Breast-3"	"CD1C+/CLEC10A+_cDC2"	"7"
"Breast-3_EC-1_8"	"Breast-3"	"EC-1"	"8"
"Breast-3_EC-2_8"	"Breast-3"	"EC-2"	"8"
"Breast-3_EC-3_8"	"Breast-3"	"EC-3"	"8"
"Breast-3_APOE+_MAMs_7"	"Breast-3"	"APOE+_MAMs"	"7"
"Breast-3_S100A8+_MAMs_7"	"Breast-3"	"S100A8+_MAMs"	"7"
"Breast-3_MSC-like-c2_14"	"Breast-3"	"MSC-like-c2"	"14"
"Breast-3_MTC_0"	"Breast-3"	"MTC"	"0"
"Breast-3_MTC_1"	"Breast-3"	"MTC"	"1"
"Breast-3_MTC_2"	"Breast-3"	"MTC"	"2"
"Breast-3_MTC_3"	"Breast-3"	"MTC"	"3"
"Breast-3_MTC_4"	"Breast-3"	"MTC"	"4"
"Breast-3_MTC_5"	"Breast-3"	"MTC"	"5"
"Breast-3_MTC_7"	"Breast-3"	"MTC"	"7"
"Breast-3_MTC_8"	"Breast-3"	"MTC"	"8"
"Breast-3_MTC_9"	"Breast-3"	"MTC"	"9"
"Breast-3_MTC_10"	"Breast-3"	"MTC"	"10"
"Breast-3_MTC_11"	"Breast-3"	"MTC"	"11"
"Breast-3_MTC_12"	"Breast-3"	"MTC"	"12"
"Breast-3_MTC_14"	"Breast-3"	"MTC"	"14"
"Breast-3_MTC_15"	"Breast-3"	"MTC"	"15"
"Breast-3_MTC_16"	"Breast-3"	"MTC"	"16"
"Breast-3_MTC_17"	"Breast-3"	"MTC"	"17"
"Breast-3_MTC_18"	"Breast-3"	"MTC"	"18"
"Breast-3_PC-1_2"	"Breast-3"	"PC-1"	"2"
"Breast-3_PC-2_2"	"Breast-3"	"PC-2"	"2"
"Breast-3_PC-3_2"	"Breast-3"	"PC-3"	"2"
"Breast-3_CM1_CD4+_T_6"	"Breast-3"	"CM1_CD4+_T"	"6"
"Breast-3_CM1_CD4+_T_10"	"Breast-3"	"CM1_CD4+_T"	"10"
"Breast-3_CM2_CD4+_T_15"	"Breast-3"	"CM2_CD4+_T"	"15"
"Breast-3_CM2_CD4+_T_18"	"Breast-3"	"CM2_CD4+_T"	"18"
"Breast-3_EM_CD8+_T_10"	"Breast-3"	"EM_CD8+_T"	"10"
"Breast-3_Treg_4"	"Breast-3"	"Treg"	"4"
"Breast-3_Treg_6"	"Breast-3"	"Treg"	"6"
"Breast-3_Treg_7"	"Breast-3"	"Treg"	"7"
"Breast-3_Treg_8"	"Breast-3"	"Treg"	"8"
"Colorectal_Astrocytes_18"	"Colorectal"	"Astrocytes"	"18"
"Colorectal_B-c1_12"	"Colorectal"	"B-c1"	"12"
"Colorectal_B-c2_1"	"Colorectal"	"B-c2"	"1"
"Colorectal_B-c2_4"	"Colorectal"	"B-c2"	"4"
"Colorectal_B-c2_12"	"Colorectal"	"B-c2"	"12"
"Colorectal_CD1C+/CLEC10A+_cDC2_6"	"Colorectal"	"CD1C+/CLEC10A+_cDC2"	"6"
"Colorectal_CD1C+/CLEC10A+_cDC2_12"	"Colorectal"	"CD1C+/CLEC10A+_cDC2"	"12"
"Colorectal_CD1C+/CLEC10A+_cDC2_19"	"Colorectal"	"CD1C+/CLEC10A+_cDC2"	"19"
"Colorectal_EC-1_1"	"Colorectal"	"EC-1"	"1"
"Colorectal_EC-1_8"	"Colorectal"	"EC-1"	"8"
"Colorectal_EC-2_6"	"Colorectal"	"EC-2"	"6"
"Colorectal_APOE+_MAMs_7"	"Colorectal"	"APOE+_MAMs"	"7"
"Colorectal_S100A8+_MAMs_7"	"Colorectal"	"S100A8+_MAMs"	"7"
"Colorectal_MSC-like-c1_2"	"Colorectal"	"MSC-like-c1"	"2"
"Colorectal_MSC-like-c1_14"	"Colorectal"	"MSC-like-c1"	"14"
"Colorectal_MSC-like-c2_2"	"Colorectal"	"MSC-like-c2"	"2"
"Colorectal_MSC-like-c2_14"	"Colorectal"	"MSC-like-c2"	"14"
"Colorectal_MTC_0"	"Colorectal"	"MTC"	"0"
"Colorectal_MTC_1"	"Colorectal"	"MTC"	"1"
"Colorectal_MTC_3"	"Colorectal"	"MTC"	"3"
"Colorectal_MTC_4"	"Colorectal"	"MTC"	"4"
"Colorectal_MTC_5"	"Colorectal"	"MTC"	"5"
"Colorectal_MTC_9"	"Colorectal"	"MTC"	"9"
"Colorectal_MTC_10"	"Colorectal"	"MTC"	"10"
"Colorectal_MTC_11"	"Colorectal"	"MTC"	"11"
"Colorectal_MTC_15"	"Colorectal"	"MTC"	"15"
"Colorectal_MTC_17"	"Colorectal"	"MTC"	"17"
