""	"Myeloid"	"Stroma"	"Tumor"
"NAA20"	2.40227300580009	2.44978040198202	2.26961908396986
"NAA25"	1.57410903479731	1.39601909698659	1.60174393652358
"NAA30"	1.15363918712476	1.08475234939398	1.21528004406231
"NAA35"	1.30006834866908	1.22944437541454	1.4095745926942
"NAA38"	1.30854010150153	1.19770103379779	1.3604595710031
"NAA40"	1.68135670540907	1.50491919648024	1.7326689795936
"NAA50"	1.41465227506067	1.46045277721161	1.45132992945095
"NAA60"	1.55508135413502	1.49788040832882	1.66687027647628
"NAAA"	1.17577174660979	1.66880557896232	1.12380823348748
"NAALAD2"	1.07170045285938	1.07957137223655	1.01988226700063
"NAALADL1"	1.02404335590523	1.06128082397711	1.00372625508926
"NAALADL2"	1.07569923612996	1.0415098039411	1.08427693543136
"NAALADL2-AS3"	1.00100884204179	1	1.00033371185483
"NAB1"	1.44252677310622	1.22255227185504	1.36235478996682
"NAB2"	1.249227433275	1.27122416779024	1.11934752915297
"NABP1"	1.44038826540322	1.94435666009565	1.16518778972787
"NABP2"	1.48022792212189	1.44495083289355	1.69828976529862
"NACA"	3.52802894953389	3.4509568738159	3.2379146351946
"NACA2"	1.02621031546712	1.01268557500616	1.01771632665024
"NACAD"	1.13034149636023	1.34087184133692	1.18066752574612
"NACAP1"	1.01640165241063	1.00734140301943	1.01296077866775
"NACC1"	1.03294546139098	1.01795986422578	1.03151222084187
"NACC2"	1.18820910223733	1.20077844814782	1.17843509884405
"NADK"	1.25898800957036	1.28645247198121	1.26148344031382
"NADKD1"	1.31552923292299	1.16448917879205	1.31106307920466
"NADSYN1"	1.47729369206575	1.66880217968183	1.37959559181797
"NAE1"	1.79864875503789	1.39770632536419	2.04858684018794
"NAF1"	1.31517352873191	1.28236563424309	1.21715265151684
"NAGA"	1.72573887534404	2.21327458325662	1.30234958421294
"NAGK"	1.64063451121828	2.00579589724353	1.5393224993187
"NAGLU"	1.11790174462122	1.16756059237856	1.153978831096
"NAGPA"	1.17303504030512	1.35781203897169	1.17927400362314
"NAGPA-AS1"	1.03443381036241	1.02673937010371	1.06087453988162
"NAGS"	1.00382632179324	1.00337239177202	1.00433544151376
"NAIF1"	1.11329517089611	1.11073248682116	1.11547176503303
"NAIP"	1.69333310622273	1.96280096947911	1.50759295640761
"NALCN"	1.18298244549667	1.21965913642779	1.29337437459348
"NALCN-AS1"	1.01329719796101	1.01735058508885	1.0082726668369
"NAMPT"	1.78757914604138	2.59692011167872	1.38950583869488
"NANOG"	1.24000069511884	1.21072886416507	1.24801861980926
"NANOGNB"	1.01136340368423	1.01047477104039	1.01107492676663
"NANOS1"	1.06098483102331	1.05442930870315	1.07677932988013
"NANOS2"	1.00879703990092	1	1.00286194899449
"NANOS3"	1.03251745228165	1.00489776838006	1.04700284373279
"NANP"	1.08516882567671	1.08581952464244	1.10639202569388
"NANS"	1.58461324577625	2.02835567870428	1.45813600810947
"NAP1L1"	2.65909450742223	2.525574442033	2.57442575744977
"NAP1L2"	1.07285440251724	1.05765873523113	1.14311539978295
"NAP1L3"	1.39895755449017	1.12631073981022	1.6735146273953
"NAP1L4"	1.83974339243639	1.77101186287283	2.06951732732285
"NAP1L5"	1.39922172784246	1.11797048463356	1.62489224685142
"NAP1L6"	1.11396807539234	1.10392313636735	1.11568730136635
"NAPA"	1.82190508551098	2.06833526805767	1.8218293373554
"NAPA-AS1"	1.08569569852332	1.08965574056192	1.08013100154296
"NAPB"	1.14088502550317	1.06795161389681	1.24932400741202
"NAPEPLD"	1.21896256268042	1.25722194728556	1.3088287895699
"NAPG"	1.45626214705648	1.56811190552009	1.56066957556372
"NAPRT1"	1.48452587729076	1.4734615315412	1.39956528260566
"NAPSA"	1.01822686810491	1.05618966035215	1.01248037279008
"NAPSB"	1.4850234626853	2.20278357602135	1.08484105267596
"NARF"	1.88234421264626	1.70651681563949	2.02497492807245
"NARFL"	1.39795485426893	1.39567413917954	1.46862075765357
"NARG2"	1.33781798335679	1.31677288614735	1.42335171094435
"NARR"	1.00620308997009	1.01441867720776	1.00272719310388
"NARS"	1.99078710838083	1.89139336585553	2.07722147304696
"NARS2"	1.42761880630098	1.21805470140304	1.57306299683572
"NASP"	2.01285949240787	2.06022341030082	2.1450252542725
"NAT1"	1.02320512051902	1.1195214056247	1.01059146741522
"NAT10"	1.30353086577543	1.30241331899129	1.39558144737319
"NAT14"	1.08854505375619	1.01408008185775	1.08407704424096
"NAT16"	1.06567593935092	1.01035294575697	1.11487671480217
"NAT2"	1	1	1.00131590182489
"NAT6"	1.09630854793898	1.0685572654891	1.15576537693338
"NAT8"	1.00269543298625	1.00404646212783	1.00852061297519
"NAT8B"	1.00547885302853	1.00134490188113	1.00591275577274
"NAT8L"	1.10402324349472	1.06459215168578	1.13963611586416
"NAT9"	1.6255475692394	1.4103555540817	1.81905053289259
"NAV1"	1.53502166139831	1.31061013460989	1.45376379420355
"NAV2"	1.27887412836478	1.18894770138571	1.43360784580325
"NAV2-AS4"	1.02818307383449	1.00696157789212	1.0712176210359
"NAV2-AS5"	1.09605323692172	1.03247871991193	1.18857784266155
"NAV3"	1.13951497594196	1.31892282340538	1.05351273200687
"NBAS"	1.37840851462402	1.35820430767953	1.434645256608
"NBEA"	1.37612999536253	1.1423976856511	1.37095856574482
"NBEAL1"	1.13913896724406	1.18219578192879	1.22831992450838
"NBEAL2"	1.05952693229053	1.12887807183498	1.02643663986897
"NBEAP1"	1.01665213383578	1.00872618294223	1.04431907311927
"NBL1"	1.09731555863267	1.07454710649175	1.03554290423528
"NBLA00301"	1.00406890703007	1	1.00087566389023
"NBN"	1.37745798174806	1.40155635156918	1.53502927381097
"NBPF1"	1.49672844004702	1.37791322962333	1.58954733238984
"NBPF10"	1.13357740871761	1.11426351118494	1.132414608519
"NBPF11"	1.13086390351808	1.07541276832782	1.17188835979969
