""	"GSE141982-GSM4217362-SF12199_Myeloid"	"GSE141982-GSM4217362-SF12199_Stroma"	"GSE141982-GSM4217362-SF12199_Tumor"	"GSE141982-GSM4217363-Mixing_Myeloid"	"GSE141982-GSM4217363-Mixing_Tumor"	"GSE141982-GSM4217364-SF10432_Tumor"
"COL8A2"	1.23636531672093	1.00762557251297	1.00977765240984	1.12036287475752	1.00832284223168	1
"TRAPPC3"	1.21021344748452	1.15521916994473	1.19226499309084	1.16691439547401	1.13240043586449	1
"MAP7D1"	1.23162876253218	1.91286458885352	1.24357928558431	1.24646908930461	1.30639512006172	1
"THRAP3"	1.59538064362283	1.67872859011129	1.77072526828953	2.00510181073069	1.93230547229152	1.69650651360854
"SH3D21"	1.04759012810013	1.00653777242144	1.00559238486473	1.0245672202814	1.01661538234762	1
"EVA1B"	1.06155395592216	1.09095118678067	1.03610875871358	1.03675333031978	1.00555195168802	1
"RP11-268J15.5"	1.00389559646423	1.00762557251297	1.00559238486473	1.01231660345899	1.02854093796363	1
"STK40"	1.30879050890811	1.21393813605987	1.2688866950042	1.51426511515079	1.34401819983737	1.69650651360854
"LSM10"	1.18380894908312	1.09095118678067	1.13863213897806	1.03675333031978	1.04586140649472	1
"OSCP1"	1.01683294008092	1.03465438333401	1.05121828140769	1.07293857303692	1.11921373103559	1
"MRPS15"	1.23162876253218	1.10351863778612	1.18967378097565	1	1.06665997628774	1
"CSF3R"	2.19989142692711	1.01955730813355	1.02644265953249	2.22669914584381	1.0720561503671	1
"GRIK3"	1	1.02063894147736	1.27643534628093	2.22669914584381	3.71245941418938	1.69650651360854
"RP5-1180C18.1"	1	1.01414149759104	1.00419558188275	1	1.02304448386554	1
"LINC01137"	1.01295942491089	1.05818358393261	1.02228769994538	1.06093766462863	1.05583117450736	1
"ZC3H12A"	1.11414330620554	1.01522568228938	1.01117103523079	1	1.00370281224176	1
"MEAF6"	1.30994397340306	1.24777992617548	1.3435114331449	1.14374349220445	1.26411333041482	1
"SNIP1"	1.06787430404907	1.09828993940355	1.07709296005473	1.10859134277501	1.09263131899628	1
"DNALI1"	1.00519264161487	1.01414149759104	1.07844713454016	1.01231660345899	1.06395735436962	1
"GNL2"	1.11414330620554	1.06243669621152	1.13995343943531	1.17842365687943	1.17759983747892	1
"C1orf109"	1.03482386312853	1.04858627460642	1.09060106131533	1.03675333031978	1.09174032746193	1
"CDCA8"	1.01295942491089	1.00979961485408	1.052587098126	1.0245672202814	1.0073995870004	1
"EPHA10"	1.00129927747331	1.03250365306683	1.01395525461538	1.03675333031978	1.07654379243129	1
"MANEAL"	1.01295942491089	1.0228006875419	1.11739794456858	1.03675333031978	1.0801279512436	1
"YRDC"	1.04121565736507	1.06774251256698	1.07573803144539	1.0245672202814	1.01937290920513	1
"C1orf122"	1.23281365608278	1.920227990435	1.7182038535586	1.16691439547401	1.11303636702899	1.69650651360854
"MTF1"	1.09923188117707	1.20189415062145	1.10001279909058	1.27987918855636	1.21270251627823	1
"INPP5B"	1.19103582851329	1.27142527525944	1.23594259948902	1.79118730388022	1.60091938578077	1
"RP11-109P14.10"	1.02584586174072	1.02063894147736	1.01256356856555	1.0245672202814	1.01661538234762	1
"SF3A3"	1.17656248550293	1.1572657294656	1.2688866950042	1.24646908930461	1.29897807631164	1
"FHL3"	1.12773490003591	1.02819622935359	1.07166870291792	1.04887635582942	1.02304448386554	1
"UTP11L"	1.11909415398952	1.11602304363813	1.13995343943531	1.07293857303692	1.05944621601538	1
"POU3F1"	1.03738267249749	1.00327124373965	1.00139939171865	1.01231660345899	1.00555195168802	1
"RP5-884C9.2"	1.00778451225067	1.00218135448674	1.00419558188275	1.01231660345899	1.0413157720112	1
"RRAGC"	1.20543172425379	1.2249321637048	1.15575660769888	1.13207990498338	1.102411112824	1
"RP5-864K19.4"	1.1153819298116	1.6743882195987	1.33613269632341	1.52452744528253	1.80372929113203	1
"MYCBP"	1.02841454309225	1.01197158709047	1.02644265953249	1	1	1
"RP5-864K19.6"	1	1.00436060909983	1.00139939171865	1	1	1
"RHBDL2"	1.02327432986	1.42628716759391	1.08385632681834	1.07293857303692	1.07115762426314	1
"AKIRIN1"	1.25405643794549	1.67091233403314	1.34228289151374	1.29093013755091	1.21440328355039	1.69650651360854
"NDUFS5"	1.93215252866815	1.62454941903606	2.26840656025472	1.04887635582942	1.14202761820333	1
"MACF1"	2.46348805492961	3.2393455420144	3.60737737037509	4.81011755822967	5.26338212514422	4.58822456707887
"RP11-420K8.1"	1.00648894627799	1.01305679953701	1.02228769994538	1	1.00647595703539	1
"BMP8A"	1.00129927747331	1.07197877503549	1.01117103523079	1	1.02120942700961	1
"RP11-69E11.4"	1.06155395592216	1.1201773993775	1.10403549576017	1.14374349220445	1.20247562556409	1
"PABPC4"	2.29794021114177	1.18676357658212	1.23211641682913	1.18988336910337	1.16377533952563	1
"RP11-69E11.8"	1.01037343527472	1.00109094026639	1.00279791825506	1	1.00277767683567	1
"HEYL"	1.00389559646423	1.03680313625673	1.00279791825506	1	1.00647595703539	1
"NT5C1A"	1.00129927747331	1	1.00139939171865	1	1.01109036597983	1
"HPCAL4"	1.00519264161487	1.00218135448674	1.00838341789127	1.0245672202814	1.03311140126409	1
"PPIE"	1.12280093476393	1.14290589070976	1.16493105426572	1.21265770159277	1.21865059737657	1
"BMP8B"	1.00648894627799	1.06137412573425	1.02090105193616	1	1.01201212872307	1
"TRIT1"	1.09673794712049	1.20088807664005	1.28521720863704	1.36715442434888	1.49323014949675	1
"MYCL"	1.00907934132232	1.00653777242144	1.01395525461538	1	1.00277767683567	1
"MFSD2A"	1.06661156169008	1.45414156873698	1.03748636822744	1.06093766462863	1.05763937902177	1
"CAP1"	2.59875586792696	1.63421965030472	1.42353513347473	1.52452744528253	1.23219824150327	1
"PPT1"	2.69085742563432	1.25765605872645	1.29397258626192	1.37788917194655	1.17846147894761	1.69650651360854
"RLF"	1.71598646354464	1.75857982045957	1.71600011177666	1.75283975468147	1.78513460432996	1
"TMCO2"	1.00129927747331	1.00436060909983	1.00419558188275	1	1.00555195168802	1
"RP1-39G22.7"	1.01295942491089	1.04858627460642	1.04436231630549	1.0245672202814	1.01569547085486	1
"ZMPSTE24"	1.20423498154195	1.22991502133608	1.23466778861612	1.26878583548278	1.20332933415921	1
"COL9A2"	1.13634643571989	1.38593654129797	1.11739794456858	1.3347232472572	1.3626555085662	1
"SMAP2"	4.37947619811282	1.26946229807199	1.20647240935735	4.11569665405765	1.48546333395857	1
"ZFP69B"	1.01812266031303	1.00871285297201	1.01117103523079	1.04887635582942	1.04767721204451	1
"ZFP69"	1.01683294008092	1.0228006875419	1.01812525091795	1.08488034860994	1.06756017664678	1
"RP11-656D10.3"	1.04886296094023	1.07303668253165	1.00838341789127	1.1553546593979	1.35618583673451	1
"EXO5"	1.02198749075028	1.02063894147736	1.00977765240984	1.04887635582942	1.03949505788086	1
"ZNF684"	1.04631661026116	1.09200091557797	1.07709296005473	1.03675333031978	1.07744032681316	1
"RIMS3"	1.00907934132232	1.00436060909983	1.01673609361529	1.03675333031978	1.07564692740051	1
"RP4-739H11.3"	1.00129927747331	1.00979961485408	1.01395525461538	1.01231660345899	1.03676133608726	1
"NFYC-AS1"	1.01037343527472	1.00544945163811	1.00419558188275	1.03675333031978	1.02396146598171	1
"NFYC"	1.27747428831846	1.2929303811901	1.32626621765646	1.48329122463846	1.37152917499597	1.69650651360854
"KCNQ4"	1.00129927747331	1.00871285297201	1.00838341789127	1.0245672202814	1.04586140649472	1
"CITED4"	1.09923188117707	1.07197877503549	1.01256356856555	1.01231660345899	1.00370281224176	1
"CTPS1"	1.03610361750647	1.05392289054311	1.17015925340359	1.12036287475752	1.12713395320586	1
"SLFNL1-AS1"	1.02456045295893	1.01847516656323	1.08250515105928	1.06093766462863	1.05402159805322	1
"SLFNL1"	1.00778451225067	1.00979961485408	1.06487123749783	1.0245672202814	1.03402441950137	1
"SCMH1"	1.39297881330554	1.48542716238751	2.25572772272001	1.97778988409607	2.130009656057	2.28175023371705
"RP11-399E6.1"	1.00389559646423	1.00979961485408	1.01534609557155	1.01231660345899	1.03676133608726	1
"FOXO6"	1	1.03787677362827	1.02090105193616	1.01231660345899	1.03311140126409	1
"HIVEP3"	2.14643148263632	1.59005617482451	1.37649689403597	2.63521717610457	1.89756059843798	3.74487773319616
"FOXJ3"	1.43201786818497	1.8501742355885	1.93794372411838	1.94111187375205	1.86745326203209	3.29050318245879
"RIMKLA"	1.00129927747331	1.02063894147736	1.02228769994538	1.04887635582942	1.06665997628774	1
"ZMYND12"	1.01812266031303	1.00327124373965	1.01673609361529	1.0245672202814	1.01293351994626	1
"PPCS"	1.26110197892983	1.12536077376161	1.14786706328855	1.06093766462863	1.02762576668113	1
"CCDC30"	1.09673794712049	1.17154711496022	1.36188037682664	1.32383528361605	1.46205405058064	2.28175023371705
"PPIH"	1.1326593274269	1.0846433912883	1.16231305714785	1.16691439547401	1.12537603791847	1
"RP5-994D16.3"	1.00129927747331	1.00653777242144	1.00419558188275	1	1.00555195168802	1
"YBX1"	3.21800707118873	1.95767016689018	3.25287111507526	1.36715442434888	1.25742424780934	2.28175023371705
"P3H1"	1.05394747354608	1.06774251256698	1.11206149853979	1.12036287475752	1.13940559683686	1
"C1orf50"	1.10669871173527	1.09724287772368	1.13466415691291	1.10859134277501	1.14290103313073	1
"SVBP"	1.30763659420584	1.16747461858808	1.11473113522858	1.07293857303692	1.03219802568285	1
"ERMAP"	1.15470328566572	1.03465438333401	1.08925359453305	1.32383528361605	1.08191805708782	1.69650651360854
"RP11-342M1.3"	1.01554249526236	1.00762557251297	1.00419558188275	1	1	1
"ZNF691"	1.06281935578823	1.03250365306683	1.01812525091795	1.06093766462863	1.03128429216124	1
"SLC2A1"	1.01812266031303	1.72014712099168	1.05532237078803	1.08488034860994	1.06395735436962	1
"SLC2A1-AS1"	1.00129927747331	1.0108858592109	1.01534609557155	1.03675333031978	1.11303636702899	1
"EBNA1BP2"	1.10918269998028	1.15009573173868	1.1740736250742	1.0245672202814	1.05311629396092	1
"CFAP57"	1.00648894627799	1.00762557251297	1.01256356856555	1.01231660345899	1.01661538234762	1
"TMEM125"	1.00778451225067	1.60159041607651	1.02920849999826	1	1.00277767683567	1
"TIE1"	1.00907934132232	1.21093211592932	1.01812525091795	1.01231660345899	1.01016823107769	1
"MPL"	1	1.00327124373965	1.00139939171865	1	1.00277767683567	1
"RP1-92O14.3"	1.01166679588203	1.02603952019904	1.00698832945351	1.03675333031978	1.01937290920513	1
"CDC20"	1.00129927747331	1.03035093768233	1.04436231630549	1	1	1
"ELOVL1"	1.19103582851329	2.07763634058232	1.11473113522858	1.04887635582942	1.03858417128037	1
"MED8"	1.11909415398952	1.11290277933182	1.10001279909058	1.03675333031978	1.05673544798026	1
"SZT2"	1.10296809366912	1.21093211592932	1.19614714438757	1.44154106081322	1.48079460676931	1.69650651360854
"SZT2-AS1"	1	1.00109094026639	1.00419558188275	1	1	1
"HYI"	1.10918269998028	1.07515111380253	1.14259400891184	1.04887635582942	1.06125168988207	1
"HYI-AS1"	1.00389559646423	1.01305679953701	1.01395525461538	1	1.01661538234762	1
"PTPRF"	1.01425132412044	1.64123666021222	1.16493105426572	1.20129442809423	1.64429027195523	1
"KDM4A"	1.08673697127127	1.1695116515251	1.1818850976993	1.27987918855636	1.38439116747844	1.69650651360854
"KDM4A-AS1"	1.01037343527472	1.02603952019904	1.02367351580096	1.01231660345899	1.01109036597983	1
"ST3GAL3"	1.33291985459198	1.42815158664369	1.81504670618214	1.92265753037832	2.000980975067	2.80635343352764
"RP11-184I16.4"	1.00519264161487	1.00762557251297	1.02505850162561	1	1.01385454028629	1
"ARTN"	1	1.00109094026639	1.00419558188275	1	1.00462757030768	1
"RP11-7O11.3"	1.00907934132232	1.01847516656323	1.02228769994538	1.10859134277501	1.07474973120086	1
"IPO13"	1.06534815718211	1.74751554281326	1.1293639365701	1.04887635582942	1.08638759831583	1
"DPH2"	1.01941165768829	1.04323760788619	1.05941940661413	1.0245672202814	1.02487808470975	1
"ATP6V0B"	2.3096168947596	1.87915975496589	1.50395172120151	1.18988336910337	1.12625514739784	1
"B4GALT2"	1.01683294008092	1.13466432862141	1.1740736250742	1.10859134277501	1.1059578824061	1
"CCDC24"	1.01554249526236	1.01305679953701	1.05121828140769	1.08488034860994	1.11038427695024	1
"SLC6A9"	1.00907934132232	1.24183761082491	1.1160648925205	1.08488034860994	1.16983245420096	1
"RP5-1198O20.4"	1.01295942491089	1.03787677362827	1.06214687057145	1.07293857303692	1.08995737782221	1.69650651360854
"KLF17"	1	1.00218135448674	1.00419558188275	1	1	1
"DMAP1"	1.09673794712049	1.13775801047187	1.17667999900106	1.07293857303692	1.1681032694215	1
"ERI3"	1.19103582851329	1.43838671284015	1.61661768626806	1.81022515205491	2.14324965417252	3.29050318245879
"RNF220"	1.28446258628774	8.1483001565932	1.77941162321203	1.58547419755564	2.61194481927422	1
"TMEM53"	1.04504240585056	1.07620763928703	1.05941940661413	1.07293857303692	1.07564692740051	1
"C1orf228"	1.10918269998028	1.02819622935359	1.05121828140769	1.3347232472572	1.4667491156183	1
"KIF2C"	1.00389559646423	1.00653777242144	1.10537495284449	1.0245672202814	1.02579434066217	1
"RP11-269F19.2"	1.01166679588203	1.00653777242144	1.01534609557155	1	1.03128429216124	1
"RPS8"	6.38433592276318	2.58716046881141	4.1706826025978	1.27987918855636	1.32035451526851	1
"BEST4"	1	1.00109094026639	1.00698832945351	1.01231660345899	1.00832284223168	1
"PLK3"	1.5432143458157	1.07620763928703	1.05121828140769	1.3347232472572	1.02120942700961	1
"BTBD19"	1.20782363343284	1.02063894147736	1.01812525091795	1.39924851144253	1.03858417128037	1
"PTCH2"	1.23873058288086	1.03357926585302	1.12139288507281	1.1553546593979	1.31871563392654	1
"EIF2B3"	1.30301641830386	1.3026531679475	1.53651313066358	1.64540071410335	1.56690820810949	2.28175023371705
"HECTD3"	1.09174252888616	1.07620763928703	1.05941940661413	1.08488034860994	1.06305580499086	1
"UROD"	1.15104230239157	1.13569597036077	1.14918365110865	1.0245672202814	1.06034912306594	1
"ZSWIM5"	1.03226224967873	1.49274605031938	1.53188031329552	1.85743751344642	2.11141218435359	2.28175023371705
"LINC01144"	1.00129927747331	1	1.00698832945351	1	1	1
"MUTYH"	1.06913638573451	1.06137412573425	1.10805171417653	1.13207990498338	1.09974771748391	1
"TOE1"	1.02841454309225	1.01955730813355	1.02920849999826	1.0245672202814	1.03037020010108	1
"TESK2"	1.10296809366912	2.32693480977423	1.21932425860267	1.30193936430519	1.38358884602811	1
"CCDC163P"	1.00907934132232	1.0108858592109	1.04161434893261	1.01231660345899	1.00647595703539	1
"MMACHC"	1.00389559646423	1.06137412573425	1.02090105193616	1.0245672202814	1.02945574890245	1
"PRDX1"	2.5017226785843	2.89650875592592	3.01993351235316	1.14374349220445	1.10507166259693	1
"AKR1A1"	1.63427571608354	1.15624265015908	1.37892629434079	1.43101994378438	1.22458585384461	1.69650651360854
"NASP"	1.29607251983011	1.9827249247258	2.20765115183602	1.92265753037832	1.99552564819955	2.80635343352764
"CCDC17"	1.00778451225067	1.01414149759104	1.00139939171865	1	1.01477519037814	1
"GPBP1L1"	1.49134432796689	1.74239848649918	1.6279170457401	1.93189445714645	1.69743613277166	1
"TMEM69"	1.09923188117707	1.05924757048724	1.08925359453305	1.0967642126882	1.06665997628774	1
"IPP"	1.04249193099132	1.12536077376161	1.17667999900106	1.16691439547401	1.22119584222079	1.69650651360854
"MAST2"	1.27280600888937	1.32682101305429	1.67722895071471	1.51426511515079	1.51025458000938	1.69650651360854
"PIK3R3"	1.00907934132232	1.03357926585302	1.0484782775234	1	1.02671023444967	1
"PIK3R3.1"	1	1.00653777242144	1.00559238486473	1.03675333031978	1.03219802568285	1
"TSPAN1"	1.00129927747331	1.01739251574783	1.01673609361529	1	1.00555195168802	1
"POMGNT1"	1.06155395592216	1.2606122035916	1.19485371450989	1.0967642126882	1.18963758548374	1
"LURAP1"	1.03610361750647	1.16033256860811	1.02505850162561	1.22397403038808	1.07744032681316	1
"RAD54L"	1	1.00979961485408	1.07031073981913	1	1.01293351994626	1
"LRRC41"	1.22332032009265	1.27926381532176	1.38377942126456	1.30193936430519	1.42107905847895	2.80635343352764
"UQCRH"	1.9660049797224	1.55791967074482	2.29367067702985	1.23524422950165	1.20332933415921	1
"NSUN4"	1.18501478290797	1.14187713700118	1.15706921250848	1.20129442809423	1.1706966223496	1
"FAAH"	1.00907934132232	1.34314431302186	1.02090105193616	1.06093766462863	1.12713395320586	1
"MKNK1-AS1"	1.02198749075028	1.00327124373965	1.01256356856555	1.01231660345899	1.0073995870004	1
"MKNK1"	1.61119897407777	1.09095118678067	1.15706921250848	2.38034948809698	1.21695245943145	1
"ATPAF1"	1.19223842015931	1.2586417818149	1.40311718723319	1.37788917194655	1.33669416937575	1
"EFCAB14-AS1"	1.00778451225067	1.01739251574783	1.02228769994538	1	1	1
"EFCAB14"	1.36932160970426	1.63509750515134	1.37284922980499	1.3347232472572	1.22119584222079	1.69650651360854
"CYP4B1"	1.00259780902125	1.02711812537429	1	1	1	1
"CYP4X1"	1	1.01522568228938	1	1	1.02762576668113	1
"CYP4Z1"	1	1.01414149759104	1	1	1.00462757030768	1
"CYP4A22-AS1"	1.01037343527472	1.00653777242144	1.00559238486473	1	1.0413157720112	1
"LINC00853"	1.00259780902125	1	1.00279791825506	1	1.00370281224176	1
"TAL1"	1.50980502038577	1.03035093768233	1.00977765240984	1.6155604730968	1.01845410089633	1
"RP1-18D14.7"	1.02841454309225	1.00327124373965	1	1	1	1
"STIL"	1.02198749075028	1.02819622935359	1.13466415691291	1.12036287475752	1.04222560070455	1
"CMPK1"	1.34776051383528	1.31040832091013	1.35454603923811	1.34557203223163	1.18190526059673	1
"LINC01389"	1.00907934132232	1.0108858592109	1.04298873326281	1	1.01016823107769	1
"FOXD2-AS1"	1.00648894627799	1	1.00419558188275	1	1	1
"FOXD2"	1.00129927747331	1.00327124373965	1	1	1	1
"TRABD2B"	1.00519264161487	1.03894991955426	1.01812525091795	1	1.00647595703539	1
"RP4-683M8.2"	1	1.00218135448674	1.00279791825506	1	1	1
"RP5-1024N4.2"	1.00259780902125	1.00436060909983	1.01117103523079	1	1	1
"SLC5A9"	1.02198749075028	1.00979961485408	1.04023916132034	1.01231660345899	1.00462757030768	1
